url,price,city_region,description
https://www.mubawab.tn/en/a/7704076/house-for-sale-2-comfortable-rooms-large-balcony-,"200,000 TND
						","Dar Châabane
			","Find out about this house for sale. Price 200,000 TND. 2 rooms, 1 bathroom, 96 m². 2 rooms. Good condition. Air-conditioned.,This beautiful house is for sale . Balcony. Central air conditioning.,Close to all amenities: retailers in 900 meters, pharmacy in 1.1 kilometer, schools in 1.5 kilometer, bookshop and bars and restaurants in 1.7 kilometer, supermarket in 1.8 kilometer, commercial area in 2.1 kilometers.
				,
				,
				Dar Châabane, Nabeul
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7081711/home-to-buy-small-area-60-m%C2%B2-general-satellite-dish-,"150,000 TND
						","Kélibia
			","Very nice property for sale. Price 150,000 TND. 1 bathroom, 60 m². 1 Rooms. 1 room. Less than 1 year. Covering: Tiled. Satellite dish.,This house is for sale .,Nearby: school and secondary school in 100 meters, retailers and pharmacy in 150 meters, bookshop and bars and restaurants in 200 meters, supermarket in 250 meters, station and public transport in 350 meters, hospitals in 500 meters, beach in 2.7 kilometers.
				,
				,
				Kélibia, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,House to buy. Dimension 117 m². 
					,
						,
					,Beautiful house for sale. Small area 130 m². 
					,
						,
					,Home to buy. 2 rooms. 
					,
						,
					,Very nice house for sale. Dimension 85 m². 
					,
						,
					,Home to buy. 3 large living areas. 
					,
						,
					,Home to buy. Area 90 m². Storage unit. 
					,
						,
					,Very nice house for sale. Dimension 120 m². Terrace. 
					,
						,
					,Home to buy. 2 beautiful rooms. Dressing room. 
					"
https://www.mubawab.tn/en/sc/houses-for-sale,"El Menzah 9 in
	 					El Menzah
				",,
https://www.mubawab.tn/en/a/7715505/beautiful-house-for-sale-in-c2-4-lovely-rooms-balcony-,"250,000 TND
						","Monastir Ville in
				Monastir Ville
			","Amazing deal on this house for sale. Price 250,000 TND. 4 rooms, 1 bathroom, area 180 m². 5 rooms. Good condition. Covering: Tiled. Large balcony.,Come and check out this house for sale in Monastir Ville, Monastir Ville.,Close to all amenities: educational establishments and retailers in less than 50 meters, bars and restaurants in 250 meters, pharmacy in 300 meters, bookshop in 500 meters, department store in 700 meters, beach in 800 meters, supermarket, station and public transport in 950 meters, hospitals in 1.4 kilometer.
				,
				,
				Monastir Ville, Monastir
			,School,Shop,Hospital,Transport,
						,
					,House for sale in Monastir Ville. 4 lovely rooms. Balcony
					"
https://www.mubawab.tn/en/a/7730254/house-for-sale-in-cit%C3%A9-ubn-khaldoun-3-beautiful-rooms-double-glazed-windows-and-reinforced-door-,"230,000 TND
						","Cité Ubn Khaldoun in
				El Omrane Superieur
			","Find out about this house for sale. Price 230,000 TND. 4 living areas, 2 private bathrooms, 91 m². 3 bedrooms. Less than 5 years. Floor type: Marble. Double glazing, Robust door.,This house is for sale in Cité Ubn Khaldoun. Equipped kitchen. Large balcony.,Contact us if you are interested in this house.,Nearby: educational establishments, shops and bookshop in less than 50 meters, pharmacy in 100 meters, supermarket, bars and restaurants and hospitals in 150 meters, station and public transport in 700 meters, department store in 1.3 kilometer, taxi service in 3.0 kilometers.
				,
				,
				El Omrane Superieur, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Find your house to buy in El Omrane Supérieur. 3 lovely rooms. Garden and...
					,
						,
					,Find your house to buy in El Omrane Supérieur. Area of 100 m². 
					"
https://www.mubawab.tn/en/a/7719556/house-to-buy-in-el-kantaoui-3-comfortable-rooms-view-facing-the-sea-centralised-air-conditioning-,"480,000 TND
						","El Kantaoui in
				Hammam Sousse
			","Find out about this house for sale. Price 480,000 TND. 3 living areas, 2 bathrooms, area 215 m². 2 rooms. Good condition. Covering: Marble. Perfectly equipped with central heating. Stunning sea view.,This house is for sale in El Kantaoui. With Lift, Balcony. Equipped with a satellite dish. The residence is secured.,Contact us to visit this house for sale. Comfort and security with caretaker service and air conditioning. Cooker with oven. Washing Machine.,Nearby: retailers and bookshop in less than 50 meters, schools and pharmacy in 50 meters, station and public transport in 200 meters, supermarket in 300 meters, commercial area in 400 meters, cafes and restaurants in 1.9 kilometer, hospitals in 2.5 kilometers, taxi service in 2.6 kilometers, beach in 2.7 kilometers.
				,
				,
				Hammam Sousse, Sousse
			,School,Shop,Hospital,Transport,
						,
					,Apartment to purchase in El Kantaoui. Area of 112 m². Partial sea view,...
					,
						,
					,Apartment for sale in El Kantaoui. 2 large rooms. Parking spaces and...
					,
						,
					,House for sale in El Kantaoui. Area of 70 m². Large terrace. 
					"
https://www.mubawab.tn/en/a/7702290/house-for-sale-in-ain-zaghouan-nord-3-large-living-areas-,"Ain Zaghouan Nord in
				La Marsa
			","Ain Zaghouan Nord in
				La Marsa
			","Don't miss out on this house for sale. 3 bedrooms, 1 bathroom, 172 m². 3 rooms. New.,Come and check out this house for sale in Ain Zaghouan Nord. Enjoy the comfort of the air conditioning. The residence also has a swimming pool. Stove.,Contact us if you are interested in this house. Central air conditioning.,Nearby: shops in less than 50 meters, school and secondary school in 200 meters, station and public transport in 400 meters, bookshop and pharmacy in 500 meters, department store in 800 meters, cafes and restaurants and hospitals in 850 meters, supermarket in 1.2 kilometer, beach in 1.7 kilometer, taxi service in 2.5 kilometers.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Home to buy in Les Berges Du Lac 2. Small area 642 m². 
					"
https://www.mubawab.tn/en/a/7602379/find-your-house-to-buy-in-les-jardins-d-el-menzah-1-small-area-400-m%C2%B2-satellite-dish-system-and-secured-residence-,"Les Jardins d'El Menzah 1 in
				Ariana Ville
			","Les Jardins d'El Menzah 1 in
				Ariana Ville
			","Get a great deal with this house for sale. 5 bedrooms, 5 bathrooms, 400 m². 6 rooms. Less than 5 years. Covering: Marble.,This house is for sale in Les Jardins d'El Menzah 1. Robust Door, On-Site security, Secured neighbourhood. Comfort and security with central heating and double glazing.,Contact us if you are interested in this house. Equipped kitchen. Air conditioning. Balcony.
				,
				,
				Ariana Ville, Ariana
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7677475/very-nice-house-for-sale-in-hammamet-nord-2-beautiful-rooms-garage-and-terrace-,"175,000 TND
						","Hammamet Nord in
				Hammamet
			","Very nice property for sale. Price 175,000 TND. 2 bedrooms, 1 bathroom, 170 m². 3 rooms. Good condition. Has a terrace and a garage.,Come and check out this house for sale in Hammamet Nord. Integrated air conditioners. Fitted kitchen.,Be the first to visit this house for sale.,Close to all amenities: schools and shops in 100 meters, hospitals in 150 meters, bookshop and pharmacy in 200 meters, supermarket and commercial area in 300 meters, station and public transport in 500 meters, restaurants in 750 meters, beach in 800 meters.
				,
				,
				Hammamet, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,House for sale in Hammamet Nord. 3 lovely rooms. Gardeners, Large terrace. ...
					,
						,
					,House to buy in Hammamet. Large area 135 m². Mountain view. 
					,
						,
					,House for sale in Hammamet. 10 large rooms. Gardeners, Large terrace. 
					,
						,
					,House for sale in Hammamet Nord. 1 room. 
					,
						,
					,House for sale in Hammamet. 2 beautiful rooms. 
					,
						,
					,Very nice house for sale in Hammamet. Small area 60 m². Gardeners, Large...
					,
						,
					,House for sale in Hammamet. 1 Room. Equipped kitchen. 
					"
https://www.mubawab.tn/en/a/7708605/beautiful-house-for-sale-in-gammarth-sup%C3%A9rieur-3-lovely-rooms-double-glazed-window-central-air-conditioning-,"1,500,000 TND
						","Gammarth Supérieur in
				La Marsa
			","Find out about this house for sale. Price 1,500,000 TND. 4 living areas, 2 private bathrooms, 300 m². 3 bedrooms. Less than 10 years. Covering: Marble. Residence with swimming pool, Integrated air conditioning.,This beautiful house is for sale in Gammarth Supérieur. Comfort and security with central heating and double glazing. Well equipped kitchen.,Contact us to visit this house for sale. Satellite dish. Garden. Contemporary living room.,Nearby: shops in less than 50 meters, educational establishments and pharmacy in 50 meters, bookshop and restaurants in 100 meters, hospitals in 300 meters, commercial area, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,House for sale in La Marsa. Area 180 m². Balcony. 
					,
						,
					,Find your house to buy in Gammarth. 3 beautiful rooms. Garage. 
					,
						,
					,Home to buy in La Marsa. 9 beautiful rooms. Carpark, Balcony. 
					,
						,
					,Find your house to buy in La Marsa. 5 rooms. Garden and terrace. 
					,
						,
					,House to buy in La Marsa. Large area 621 m². Terrace. 
					,
						,
					,Very nice house for sale in Gammarth. 3 lovely rooms. 
					,
						,
					,House to buy in Gammarth. 3 beautiful rooms. Swimming pool and air...
					,
						,
					,Find your house to buy in Gammarth. 4 large rooms. Garden. 
					"
https://www.mubawab.tn/en/a/7701536/very-nice-house-for-sale-in-chotrana-1-5-large-living-areas-,"1,200,000 TND
						","Chotrana 1 in
				La Soukra
			","Don't miss out on this house for sale. Price 1,200,000 TND. 5 living areas, 1 bathroom, 360 m². 5 bedrooms. New. Perfectly equipped with reinforced door and central heating.,Come and check out this house for sale in Chotrana 1. Terrace. Built-in oven.,Be the first to visit this house for sale. Air conditioning.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7719575/house-for-sale-in-cit%C3%A9-erriadh-4-rooms-,"450,000 TND
						","Cité Erriadh in
				La Marsa
			","Seize the opportunity with this house for sale. Price 450,000 TND. 5 living areas, 2 bathrooms, 230 m². 4 rooms. Good condition.,This house is for sale in Cité Erriadh, La Marsa.,Nearby: retailers in less than 50 meters, school and secondary school and pharmacy in 50 meters, bookshop and cafes and restaurants in 100 meters, hospitals in 300 meters, commercial area, station and transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Find your house to buy in Bhar Lazreg. 3 rooms. Air conditioning system. ...
					,
						,
					,House for sale in Cité Erriadh. 3 rooms. Robust door. 
					,
						,
					,House for sale in Bhar Lazreg. 4 large rooms. Reinforced door, security. ...
					,
						,
					,Home to buy in Bhar Lazreg. 9 comfortable rooms. Air conditioning. 
					,
						,
					,Very nice house for sale in Sidi Daoued. 5 lovely rooms. Parking spaces and...
					,
						,
					,House for sale in Ain Zaghouan Sud. 4 rooms. Parking spaces and terrace. ...
					,
						,
					,House for sale in Cité El Khalil. 4 large rooms. Cellar, Large terrace. ...
					,
						,
					,Very nice house for sale in Cité El Khalil. 5 large rooms. Well furnished. ...
					"
https://www.mubawab.tn/en/a/7689248/house-for-sale-in-hammamet-area-300-m%C2%B2-double-glazing-and-central-heating-,"850,000 TND
						","Hammamet in
				Hammamet
			","Amazing deal on this house for sale. Price 850,000 TND. 6 rooms, 3 bathrooms, 300 m². 6 rooms. Less than 5 years. Floor type: Marble. Thermal insulation and soundproofing, Secured door, Central air conditioning.,This beautiful house is for sale in Hammamet. The exterior consists of a garden and a terrace. General satellite dish system, On site security.,Be the first to visit this house for sale. Contemporary living room. Air-conditioned. Fitted kitchen.,Nearby: schools and shops in 100 meters, hospitals in 150 meters, bookshop, pharmacy and cafes and restaurants in 200 meters, supermarket and shopping centre in 300 meters, station and public transport in 500 meters, beach in 800 meters, taxi service in 900 meters.
				,
				,
				Hammamet, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,Beautiful apartment for sale in Hammamet Sud. 2 rooms. Double glazing and...
					,
						,
					,Offices & shops for sale in Hammamet. Dimension 200 m². Lift and parking. ...
					,
						,
					,House to buy in Hammamet. 4 lovely rooms. Quiet sorroundings with mountain...
					,
						,
					,Very nice house for sale in Hammamet. 6 large rooms. Green areas, Balcony. ...
					,
						,
					,Very nice house for sale in Hammamet Sud. 4 beautiful rooms. Beautiful...
					,
						,
					,Find your house to buy in Hammamet. 4 large living areas. Large swimming...
					,
						,
					,Beautiful house for sale in Hammamet. 5 large rooms. Reinforced door and...
					,
						,
					,Beautiful house for sale in Hammamet. 3 lovely rooms. Green areas, Balcony....
					"
https://www.mubawab.tn/en/a/7728174/house-for-sale-4-beautiful-rooms-fitted-kitchen-,"1,100,000 TND
						","Les Jardins de Carthage in
				Le Kram
			","Don't miss out on this house for sale. Price 1,100,000 TND. 4 living areas, 3 bathrooms, 150 m². 4 rooms. Good condition. Residence with swimming pool, Integrated air conditioning.,This beautiful house is for sale in Les Jardins de Carthage. Balcony. Fully equipped kitchen.,Contact us if you are interested in this house. On-site security. Central air conditioning.,Nearby: educational establishments, retailers, bookshop and pharmacy in less than 50 meters, cafes and restaurants in 50 meters, commercial area in 150 meters, station and transport in 250 meters, beach in 300 meters, hospitals in 450 meters, supermarket in 500 meters.
				,
				,
				Le Kram, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Apartment for sale in Les Jardins de Carthage. 3 beautiful rooms. Central...
					,
						,
					,Sale of a lovely apartment in Les Jardins de Carthage. 3 comfortable rooms....
					,
						,
					,House to buy in Les Jardins de Carthage. 3 lovely rooms. Reinforced door...
					,
						,
					,House for sale in Les Jardins de Carthage. 5 comfortable rooms. Caretaker...
					,
						,
					,Home to buy in Les Jardins de Carthage. Dimension 500 m². Reinforced door...
					,
						,
					,House for sale. Total area 256 m². Property with swimming pool. 
					,
						,
					,House to buy in Les Jardins de Carthage. Area 300 m². Caretaker service...
					"
https://www.mubawab.tn/en/a/7702997/house-to-buy-in-hammamet-3-comfortable-rooms-general-satellite-dish-secured-neighbourhood-,"460,000 TND
						","Hammamet in
				Hammamet
			","Come and visit this beautiful house for sale. Price 460,000 TND. 2 rooms, 1 bathroom, area 129 m². 3 rooms. Good condition. General satellite dish, Secured neighbourhood.,Come and check out this house for sale in Hammamet. Fitted kitchen. Air conditioning system.,Be the first to visit this house for sale. Balcony. Oven.,Close to all amenities: school and secondary school and retailers in 100 meters, hospitals in 150 meters, bookshop, pharmacy and cafes and restaurants in 200 meters, supermarket and department store in 300 meters, station and transport in 500 meters, beach in 800 meters, taxi in 900 meters.
				,
				,
				Hammamet, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,Apartment for sale in Hammamet Sud. Area 131 m². With garage and lift. ...
					,
						,
					,Apartment for sale in Hammamet Sud. 1 Room. Double glazing and reinforced...
					,
						,
					,House for sale in Hammamet. 2 beautiful rooms. Beautiful terrace. 
					,
						,
					,Home to buy in Hammamet Nord. 2 lovely rooms. Parking spaces and beautiful...
					,
						,
					,Very nice house for sale in Hammamet. Large area 254 m². Garden. 
					,
						,
					,Beautiful house for sale in Hammamet. 5 large living areas. Green areas,...
					,
						,
					,Very nice house for sale in Hammamet. 2 beautiful rooms. Central heating...
					,
						,
					,House for sale in Hammamet. 5 beautiful rooms. Garage and terrace. 
					"
https://www.mubawab.tn/en/a/7532829/find-your-house-to-buy-in-la-soukra-11-rooms-carpark-balcony-,"5,000,000 TND
						","La Soukra in
				La Soukra
			","Find out about this house for sale. Price 5,000,000 TND. 7 rooms, 4 bathrooms, area 4992 m². 11 rooms. New. Large swimming pool, General air conditioning.,This house is for sale in La Soukra. Cellar, Large terrace. Central heating.,Schedule your visit to this exceptional house now. Fitted kitchen.,Nearby: hospitals in 2.8 kilometers, retailers in 400 meters, school and secondary school in 1.2 kilometer.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Land for sale in Borj Louzir. Large area 6250 m². 
					"
https://www.mubawab.tn/en/a/7703373/house-for-sale-in-chotrana-3-5-comfortable-rooms-,"950,000 TND
						","Chotrana 3 in
				La Soukra
			","Unique opportunity on this house for sale. Price 950,000 TND. 5 living areas, 1 bathroom, area 300 m². 5 bedrooms. New. Terrace.,This house is for sale in Chotrana 3, La Soukra. Residence with swimming pool.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Beautiful house for sale in Chotrana 3. 5 lovely rooms. 
					"
https://www.mubawab.tn/en/a/7624099/beautiful-house-for-sale-in-ain-zaghouan-nord-3-rooms-double-glazed-window-central-air-conditioning-,"620,000 TND
						","Ain Zaghouan Nord in
				La Marsa
			","Amazing deal on this house for sale. Price 620,000 TND. 5 living areas, 2 bathrooms, 280 m². 3 rooms. Good condition. General satellite dish, Secured neighbourhood.,This house is for sale in Ain Zaghouan Nord. You will enjoy a beautiful terrace and a carpark. Thermal insulation and soundproofing, Air conditioning installation.,Contact us to visit this house for sale. Air conditioning system. Oven. Fitted kitchen.,Close to all amenities: retailers in less than 50 meters, school and secondary school and pharmacy in 50 meters, bookshop and bars and restaurants in 100 meters, hospitals in 300 meters, department store, station and transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Find your house to buy in La Marsa. 3 lovely rooms. Green areas, Parking...
					,
						,
					,House for sale in Ain Zaghouan Nord. 3 beautiful rooms. Large swimming...
					,
						,
					,Very nice house for sale in Ain Zaghouan Nord. 5 lovely rooms....
					,
						,
					,House to buy in Sidi Daoued. 5 large living areas. Caretaker service...
					,
						,
					,House to buy in Cité des Juges. Area of 170 m². caretaker and air...
					,
						,
					,House to buy in Ain Zaghouan Nord. Dimension 240 m². Air conditioning...
					,
						,
					,House for sale in Ain Zaghouan Nord. Small area 200 m². Reinforced door and...
					,
						,
					,Beautiful house for sale in Sidi Daoued. 4 rooms. Reinforced door and...
					"
https://www.mubawab.tn/en/a/7059735/house-to-buy-in-midoune-area-of-135-m%C2%B2-swimming-pool-and-air-conditioning-,"428,900 TND
						","Djerba in
				Djerba
			","Unique opportunity on this house for sale. Price 428,900 TND. 5 living areas, 2 private bathrooms, 135 m². 3 bedrooms. Less than 1 year. Covering: Marble. Enjoy the comfort of the air conditioning. The residence also has a swimming pool.,Come and check out this house for sale in Djerba. Comfort and security with reinforced door and double glazing. You will have a terrace and a garden.,Be the first to visit this house for sale. Equipped kitchen.,Close to all amenities: pharmacy in 50 meters, shops in 150 meters, hospitals in 300 meters, commercial area and bars and restaurants in 450 meters, supermarket and bookshop in 500 meters, school and secondary school in 550 meters.
				,
				,
				Djerba, Djerba
			,School,Shop,Hospital,Transport,
						,
					,Beautiful house for sale in Djerba. 3 Hall. Property with swimming pool. ...
					,
						,
					,Home to buy in Djerba. Large area 240 m². Fully furnished. 
					,
						,
					,Home to buy in Djerba. Large area 160 m². Well decorated. 
					,
						,
					,Home to buy in Djerba. 3 beautiful rooms. Garden and terrace. 
					,
						,
					,House for sale in Djerba. Area 150 m². Dressing room. 
					,
						,
					,House to buy in Djerba. 6 rooms. Green area, Balcony. 
					,
						,
					,House for sale in Djerba. 3 beautiful rooms. Green area. 
					,
						,
					,House for sale in Djerba. 3 lovely rooms. Green area. 
					"
